Time	V(N001)	V(N002)	I(V1)	I(R1)	I(L1)	
0.391	-2.67913	0.259792	0.00293893	0.00293893	0.00293893	
0.392	-2.40877	0.270366	0.00267913	0.00267913	0.00267913	
0.393	-2.1289	0.279872	0.00240877	0.00240877	0.00240877	
0.394	-1.84062	0.288274	0.0021289	0.0021289	0.0021289	
0.395	-1.54508	0.295538	0.00184062	0.00184062	0.00184062	
0.396	-1.24345	0.301636	0.00154508	0.00154508	0.00154508	
0.397	-0.936907	0.306543	0.00124345	0.00124345	0.00124345	
0.398	-0.626666	0.31024	0.000936907	0.000936907	0.000936907	
0.399	-0.313953	0.312714	0.000626666	0.000626666	0.000626666	
0.4	8.39193e-14	0.313953	0.000313953	0.000313953	0.000313953	
0.401	0.313953	0.313953	-5.55112e-17	-8.39884e-17	-8.39715e-17	
0.402	0.626666	0.312714	-0.000313953	-0.000313953	-0.000313953	
0.403	0.936907	0.31024	-0.000626666	-0.000626666	-0.000626666	
0.404	1.24345	0.306543	-0.000936907	-0.000936907	-0.000936907	
0.405	1.54508	0.301636	-0.00124345	-0.00124345	-0.00124345	
0.406	1.84062	0.295538	-0.00154508	-0.00154508	-0.00154508	
0.407	2.1289	0.288274	-0.00184062	-0.00184062	-0.00184062	
0.408	2.40877	0.279872	-0.0021289	-0.0021289	-0.0021289	
0.409	2.67913	0.270366	-0.00240877	-0.00240877	-0.00240877	
0.41	2.93893	0.259792	-0.00267913	-0.00267913	-0.00267913	
0.411	3.18712	0.248194	-0.00293893	-0.00293893	-0.00293893	
0.412	3.42274	0.235616	-0.00318712	-0.00318712	-0.00318712	
0.413	3.64484	0.222108	-0.00342274	-0.00342274	-0.00342274	
0.414	3.85257	0.207723	-0.00364484	-0.00364484	-0.00364484	
0.415	4.04508	0.192519	-0.00385257	-0.00385257	-0.00385257	
0.416	4.22164	0.176555	-0.00404508	-0.00404508	-0.00404508	
0.417	4.38153	0.159894	-0.00422164	-0.00422164	-0.00422164	
0.418	4.52414	0.142602	-0.00438153	-0.00438153	-0.00438153	
0.419	4.64888	0.124747	-0.00452414	-0.00452414	-0.00452414	
0.42	4.75528	0.1064	-0.00464888	-0.00464888	-0.00464888	
0.421	4.84292	0.0876332	-0.00475528	-0.00475528	-0.00475528	
0.422	4.91144	0.0685204	-0.00484292	-0.00484292	-0.00484292	
0.423	4.96057	0.0491373	-0.00491144	-0.00491144	-0.00491144	
0.424	4.99013	0.0295601	-0.00496057	-0.00496057	-0.00496057	
0.425	5	0.00986636	-0.00499013	-0.00499013	-0.00499013	
0.426	4.99013	-0.00986636	-0.005	-0.005	-0.005	
0.427	4.96057	-0.0295601	-0.00499013	-0.00499013	-0.00499013	
0.428	4.91144	-0.0491373	-0.00496057	-0.00496057	-0.00496057	
0.429	4.84292	-0.0685204	-0.00491144	-0.00491144	-0.00491144	
0.43	4.75528	-0.0876332	-0.00484292	-0.00484292	-0.00484292	
0.431	4.64888	-0.1064	-0.00475528	-0.00475528	-0.00475528	
0.432	4.52414	-0.124747	-0.00464888	-0.00464888	-0.00464888	
0.433	4.38153	-0.142602	-0.00452414	-0.00452414	-0.00452414	
0.434	4.22164	-0.159894	-0.00438153	-0.00438153	-0.00438153	
0.435	4.04508	-0.176555	-0.00422164	-0.00422164	-0.00422164	
0.436	3.85257	-0.192519	-0.00404508	-0.00404508	-0.00404508	
0.437	3.64484	-0.207723	-0.00385257	-0.00385257	-0.00385257	
0.438	3.42274	-0.222108	-0.00364484	-0.00364484	-0.00364484	
0.439	3.18712	-0.235616	-0.00342274	-0.00342274	-0.00342274	
0.44	2.93893	-0.248194	-0.00318712	-0.00318712	-0.00318712	
0.441	2.67913	-0.259792	-0.00293893	-0.00293893	-0.00293893	
0.442	2.40877	-0.270366	-0.00267913	-0.00267913	-0.00267913	
0.443	2.1289	-0.279872	-0.00240877	-0.00240877	-0.00240877	
0.444	1.84062	-0.288274	-0.0021289	-0.0021289	-0.0021289	
0.445	1.54508	-0.295538	-0.00184062	-0.00184062	-0.00184062	
0.446	1.24345	-0.301636	-0.00154508	-0.00154508	-0.00154508	
0.447	0.936907	-0.306543	-0.00124345	-0.00124345	-0.00124345	
0.448	0.626666	-0.31024	-0.000936907	-0.000936907	-0.000936907	
0.449	0.313953	-0.312714	-0.000626666	-0.000626666	-0.000626666	
0.45	-1.01071e-13	-0.313953	-0.000313953	-0.000313953	-0.000313953	
0.451	-0.313953	-0.313953	5.55112e-17	1.01086e-16	1.01102e-16	
0.452	-0.626666	-0.312714	0.000313953	0.000313953	0.000313953	
0.453	-0.936907	-0.31024	0.000626666	0.000626666	0.000626666	
0.454	-1.24345	-0.306543	0.000936907	0.000936907	0.000936907	
0.455	-1.54508	-0.301636	0.00124345	0.00124345	0.00124345	
0.456	-1.84062	-0.295538	0.00154508	0.00154508	0.00154508	
0.457	-2.1289	-0.288274	0.00184062	0.00184062	0.00184062	
0.458	-2.40877	-0.279872	0.0021289	0.0021289	0.0021289	
0.459	-2.67913	-0.270366	0.00240877	0.00240877	0.00240877	
0.46	-2.93893	-0.259792	0.00267913	0.00267913	0.00267913	
0.461	-3.18712	-0.248194	0.00293893	0.00293893	0.00293893	
0.462	-3.42274	-0.235616	0.00318712	0.00318712	0.00318712	
0.463	-3.64484	-0.222108	0.00342274	0.00342274	0.00342274	
0.464	-3.85257	-0.207723	0.00364484	0.00364484	0.00364484	
0.465	-4.04508	-0.192519	0.00385257	0.00385257	0.00385257	
0.466	-4.22164	-0.176555	0.00404508	0.00404508	0.00404508	
0.467	-4.38153	-0.159894	0.00422164	0.00422164	0.00422164	
0.468	-4.52414	-0.142602	0.00438153	0.00438153	0.00438153	
0.469	-4.64888	-0.124747	0.00452414	0.00452414	0.00452414	
0.47	-4.75528	-0.1064	0.00464888	0.00464888	0.00464888	
0.471	-4.84292	-0.0876332	0.00475528	0.00475528	0.00475528	
0.472	-4.91144	-0.0685204	0.00484292	0.00484292	0.00484292	
0.473	-4.96057	-0.0491373	0.00491144	0.00491144	0.00491144	
0.474	-4.99013	-0.0295601	0.00496057	0.00496057	0.00496057	
0.475	-5	-0.00986636	0.00499013	0.00499013	0.00499013	
0.476	-4.99013	0.00986636	0.005	0.005	0.005	
0.477	-4.96057	0.0295601	0.00499013	0.00499013	0.00499013	
0.478	-4.91144	0.0491373	0.00496057	0.00496057	0.00496057	
0.479	-4.84292	0.0685204	0.00491144	0.00491144	0.00491144	
0.48	-4.75528	0.0876332	0.00484292	0.00484292	0.00484292	
0.481	-4.64888	0.1064	0.00475528	0.00475528	0.00475528	
0.482	-4.52414	0.124747	0.00464888	0.00464888	0.00464888	
0.483	-4.38153	0.142602	0.00452414	0.00452414	0.00452414	
0.484	-4.22164	0.159894	0.00438153	0.00438153	0.00438153	
0.485	-4.04508	0.176555	0.00422164	0.00422164	0.00422164	
0.486	-3.85257	0.192519	0.00404508	0.00404508	0.00404508	
0.487	-3.64484	0.207723	0.00385257	0.00385257	0.00385257	
0.488	-3.42274	0.222108	0.00364484	0.00364484	0.00364484	
0.489	-3.18712	0.235616	0.00342274	0.00342274	0.00342274	
0.49	-2.93893	0.248194	0.00318712	0.00318712	0.00318712	
0.491	-2.67913	0.259792	0.00293893	0.00293893	0.00293893	
0.492	-2.40877	0.270366	0.00267913	0.00267913	0.00267913	
0.493	-2.1289	0.279872	0.00240877	0.00240877	0.00240877	
0.494	-1.84062	0.288274	0.0021289	0.0021289	0.0021289	
0.495	-1.54508	0.295538	0.00184062	0.00184062	0.00184062	
0.496	-1.24345	0.301636	0.00154508	0.00154508	0.00154508	
0.497	-0.936907	0.306543	0.00124345	0.00124345	0.00124345	
0.498	-0.626666	0.31024	0.000936907	0.000936907	0.000936907	
0.499	-0.313953	0.312714	0.000626666	0.000626666	0.000626666	
0.5	1.00458e-13	0.313953	0.000313953	0.000313953	0.000313953	
0.501	0.313953	0.313953	-5.55112e-17	-1.00475e-16	-1.00451e-16	
0.502	0.626666	0.312714	-0.000313953	-0.000313953	-0.000313953	
0.503	0.936907	0.31024	-0.000626666	-0.000626666	-0.000626666	
0.504	1.24345	0.306543	-0.000936907	-0.000936907	-0.000936907	
0.505	1.54508	0.301636	-0.00124345	-0.00124345	-0.00124345	
0.506	1.84062	0.295538	-0.00154508	-0.00154508	-0.00154508	
0.507	2.1289	0.288274	-0.00184062	-0.00184062	-0.00184062	
0.508	2.40877	0.279872	-0.0021289	-0.0021289	-0.0021289	
0.509	2.67913	0.270366	-0.00240877	-0.00240877	-0.00240877	
0.51	2.93893	0.259792	-0.00267913	-0.00267913	-0.00267913	
0.511	3.18712	0.248194	-0.00293893	-0.00293893	-0.00293893	
0.512	3.42274	0.235616	-0.00318712	-0.00318712	-0.00318712	
0.513	3.64484	0.222108	-0.00342274	-0.00342274	-0.00342274	
0.514	3.85257	0.207723	-0.00364484	-0.00364484	-0.00364484	
0.515	4.04508	0.192519	-0.00385257	-0.00385257	-0.00385257	
0.516	4.22164	0.176555	-0.00404508	-0.00404508	-0.00404508	
0.517	4.38153	0.159894	-0.00422164	-0.00422164	-0.00422164	
0.518	4.52414	0.142602	-0.00438153	-0.00438153	-0.00438153	
0.519	4.64888	0.124747	-0.00452414	-0.00452414	-0.00452414	
0.52	4.75528	0.1064	-0.00464888	-0.00464888	-0.00464888	
0.521	4.84292	0.0876332	-0.00475528	-0.00475528	-0.00475528	
0.522	4.91144	0.0685204	-0.00484292	-0.00484292	-0.00484292	
0.523	4.96057	0.0491373	-0.00491144	-0.00491144	-0.00491144	
0.524	4.99013	0.0295601	-0.00496057	-0.00496057	-0.00496057	
0.525	5	0.00986636	-0.00499013	-0.00499013	-0.00499013	
0.526	4.99013	-0.00986636	-0.005	-0.005	-0.005	
0.527	4.96057	-0.0295601	-0.00499013	-0.00499013	-0.00499013	
0.528	4.91144	-0.0491373	-0.00496057	-0.00496057	-0.00496057	
0.529	4.84292	-0.0685204	-0.00491144	-0.00491144	-0.00491144	
0.53	4.75528	-0.0876332	-0.00484292	-0.00484292	-0.00484292	
0.531	4.64888	-0.1064	-0.00475528	-0.00475528	-0.00475528	
0.532	4.52414	-0.124747	-0.00464888	-0.00464888	-0.00464888	
0.533	4.38153	-0.142602	-0.00452414	-0.00452414	-0.00452414	
0.534	4.22164	-0.159894	-0.00438153	-0.00438153	-0.00438153	
0.535	4.04508	-0.176555	-0.00422164	-0.00422164	-0.00422164	
0.536	3.85257	-0.192519	-0.00404508	-0.00404508	-0.00404508	
0.537	3.64484	-0.207723	-0.00385257	-0.00385257	-0.00385257	
0.538	3.42274	-0.222108	-0.00364484	-0.00364484	-0.00364484	
0.539	3.18712	-0.235616	-0.00342274	-0.00342274	-0.00342274	
0.54	2.93893	-0.248194	-0.00318712	-0.00318712	-0.00318712	
0.541	2.67913	-0.259792	-0.00293893	-0.00293893	-0.00293893	
0.542	2.40877	-0.270366	-0.00267913	-0.00267913	-0.00267913	
0.543	2.1289	-0.279872	-0.00240877	-0.00240877	-0.00240877	
0.544	1.84062	-0.288274	-0.0021289	-0.0021289	-0.0021289	
0.545	1.54508	-0.295538	-0.00184062	-0.00184062	-0.00184062	
0.546	1.24345	-0.301636	-0.00154508	-0.00154508	-0.00154508	
0.547	0.936907	-0.306543	-0.00124345	-0.00124345	-0.00124345	
0.548	0.626666	-0.31024	-0.000936907	-0.000936907	-0.000936907	
0.549	0.313953	-0.312714	-0.000626666	-0.000626666	-0.000626666	
0.55	-1.17609e-13	-0.313953	-0.000313953	-0.000313953	-0.000313953	
0.551	-0.313953	-0.313953	5.55112e-17	1.17628e-16	1.17636e-16	
0.552	-0.626666	-0.312714	0.000313953	0.000313953	0.000313953	
0.553	-0.936907	-0.31024	0.000626666	0.000626666	0.000626666	
0.554	-1.24345	-0.306543	0.000936907	0.000936907	0.000936907	
0.555	-1.54508	-0.301636	0.00124345	0.00124345	0.00124345	
0.556	-1.84062	-0.295538	0.00154508	0.00154508	0.00154508	
0.557	-2.1289	-0.288274	0.00184062	0.00184062	0.00184062	
0.558	-2.40877	-0.279872	0.0021289	0.0021289	0.0021289	
0.559	-2.67913	-0.270366	0.00240877	0.00240877	0.00240877	
0.56	-2.93893	-0.259792	0.00267913	0.00267913	0.00267913	
0.561	-3.18712	-0.248194	0.00293893	0.00293893	0.00293893	
0.562	-3.42274	-0.235616	0.00318712	0.00318712	0.00318712	
0.563	-3.64484	-0.222108	0.00342274	0.00342274	0.00342274	
0.564	-3.85257	-0.207723	0.00364484	0.00364484	0.00364484	
0.565	-4.04508	-0.192519	0.00385257	0.00385257	0.00385257	
0.566	-4.22164	-0.176555	0.00404508	0.00404508	0.00404508	
0.567	-4.38153	-0.159894	0.00422164	0.00422164	0.00422164	
0.568	-4.52414	-0.142602	0.00438153	0.00438153	0.00438153	
0.569	-4.64888	-0.124747	0.00452414	0.00452414	0.00452414	
0.57	-4.75528	-0.1064	0.00464888	0.00464888	0.00464888	
0.571	-4.84292	-0.0876332	0.00475528	0.00475528	0.00475528	
0.572	-4.91144	-0.0685204	0.00484292	0.00484292	0.00484292	
0.573	-4.96057	-0.0491373	0.00491144	0.00491144	0.00491144	
0.574	-4.99013	-0.0295601	0.00496057	0.00496057	0.00496057	
0.575	-5	-0.00986636	0.00499013	0.00499013	0.00499013	
0.576	-4.99013	0.00986636	0.005	0.005	0.005	
0.577	-4.96057	0.0295601	0.00499013	0.00499013	0.00499013	
0.578	-4.91144	0.0491373	0.00496057	0.00496057	0.00496057	
0.579	-4.84292	0.0685204	0.00491144	0.00491144	0.00491144	
0.58	-4.75528	0.0876332	0.00484292	0.00484292	0.00484292	
0.581	-4.64888	0.1064	0.00475528	0.00475528	0.00475528	
0.582	-4.52414	0.124747	0.00464888	0.00464888	0.00464888	
0.583	-4.38153	0.142602	0.00452414	0.00452414	0.00452414	
0.584	-4.22164	0.159894	0.00438153	0.00438153	0.00438153	
0.585	-4.04508	0.176555	0.00422164	0.00422164	0.00422164	
0.586	-3.85257	0.192519	0.00404508	0.00404508	0.00404508	
0.587	-3.64484	0.207723	0.00385257	0.00385257	0.00385257	
0.588	-3.42274	0.222108	0.00364484	0.00364484	0.00364484	
0.589	-3.18712	0.235616	0.00342274	0.00342274	0.00342274	
0.59	-2.93893	0.248194	0.00318712	0.00318712	0.00318712	
0.591	-2.67913	0.259792	0.00293893	0.00293893	0.00293893	
0.592	-2.40877	0.270366	0.00267913	0.00267913	0.00267913	
0.593	-2.1289	0.279872	0.00240877	0.00240877	0.00240877	
0.594	-1.84062	0.288274	0.0021289	0.0021289	0.0021289	
0.595	-1.54508	0.295538	0.00184062	0.00184062	0.00184062	
0.596	-1.24345	0.301636	0.00154508	0.00154508	0.00154508	
0.597	-0.936907	0.306543	0.00124345	0.00124345	0.00124345	
0.598	-0.626666	0.31024	0.000936907	0.000936907	0.000936907	
0.599	-0.313953	0.312714	0.000626666	0.000626666	0.000626666	
0.6	1.34761e-13	0.313953	0.000313953	0.000313953	0.000313953	
0.601	0.313953	0.313953	-5.55112e-17	-1.34837e-16	-1.34821e-16	
0.602	0.626666	0.312714	-0.000313953	-0.000313953	-0.000313953	
0.603	0.936907	0.31024	-0.000626666	-0.000626666	-0.000626666	
0.604	1.24345	0.306543	-0.000936907	-0.000936907	-0.000936907	
0.605	1.54508	0.301636	-0.00124345	-0.00124345	-0.00124345	
0.606	1.84062	0.295538	-0.00154508	-0.00154508	-0.00154508	
0.607	2.1289	0.288274	-0.00184062	-0.00184062	-0.00184062	
0.608	2.40877	0.279872	-0.0021289	-0.0021289	-0.0021289	
0.609	2.67913	0.270366	-0.00240877	-0.00240877	-0.00240877	
0.61	2.93893	0.259792	-0.00267913	-0.00267913	-0.00267913	
0.611	3.18712	0.248194	-0.00293893	-0.00293893	-0.00293893	
0.612	3.42274	0.235616	-0.00318712	-0.00318712	-0.00318712	
0.613	3.64484	0.222108	-0.00342274	-0.00342274	-0.00342274	
0.614	3.85257	0.207723	-0.00364484	-0.00364484	-0.00364484	
0.615	4.04508	0.192519	-0.00385257	-0.00385257	-0.00385257	
0.616	4.22164	0.176555	-0.00404508	-0.00404508	-0.00404508	
0.617	4.38153	0.159894	-0.00422164	-0.00422164	-0.00422164	
0.618	4.52414	0.142602	-0.00438153	-0.00438153	-0.00438153	
0.619	4.64888	0.124747	-0.00452414	-0.00452414	-0.00452414	
0.62	4.75528	0.1064	-0.00464888	-0.00464888	-0.00464888	
0.621	4.84292	0.0876332	-0.00475528	-0.00475528	-0.00475528	
0.622	4.91144	0.0685204	-0.00484292	-0.00484292	-0.00484292	
0.623	4.96057	0.0491373	-0.00491144	-0.00491144	-0.00491144	
0.624	4.99013	0.0295601	-0.00496057	-0.00496057	-0.00496057	
0.625	5	0.00986636	-0.00499013	-0.00499013	-0.00499013	
0.626	4.99013	-0.00986636	-0.005	-0.005	-0.005	
0.627	4.96057	-0.0295601	-0.00499013	-0.00499013	-0.00499013	
0.628	4.91144	-0.0491373	-0.00496057	-0.00496057	-0.00496057	
0.629	4.84292	-0.0685204	-0.00491144	-0.00491144	-0.00491144	
0.63	4.75528	-0.0876332	-0.00484292	-0.00484292	-0.00484292	
0.631	4.64888	-0.1064	-0.00475528	-0.00475528	-0.00475528	
0.632	4.52414	-0.124747	-0.00464888	-0.00464888	-0.00464888	
0.633	4.38153	-0.142602	-0.00452414	-0.00452414	-0.00452414	
0.634	4.22164	-0.159894	-0.00438153	-0.00438153	-0.00438153	
0.635	4.04508	-0.176555	-0.00422164	-0.00422164	-0.00422164	
0.636	3.85257	-0.192519	-0.00404508	-0.00404508	-0.00404508	
0.637	3.64484	-0.207723	-0.00385257	-0.00385257	-0.00385257	
0.638	3.42274	-0.222108	-0.00364484	-0.00364484	-0.00364484	
0.639	3.18712	-0.235616	-0.00342274	-0.00342274	-0.00342274	
0.64	2.93893	-0.248194	-0.00318712	-0.00318712	-0.00318712	
0.641	2.67913	-0.259792	-0.00293893	-0.00293893	-0.00293893	
0.642	2.40877	-0.270366	-0.00267913	-0.00267913	-0.00267913	
0.643	2.1289	-0.279872	-0.00240877	-0.00240877	-0.00240877	
0.644	1.84062	-0.288274	-0.0021289	-0.0021289	-0.0021289	
0.645	1.54508	-0.295538	-0.00184062	-0.00184062	-0.00184062	
0.646	1.24345	-0.301636	-0.00154508	-0.00154508	-0.00154508	
0.647	0.936907	-0.306543	-0.00124345	-0.00124345	-0.00124345	
0.648	0.626666	-0.31024	-0.000936907	-0.000936907	-0.000936907	
0.649	0.313953	-0.312714	-0.000626666	-0.000626666	-0.000626666	
0.65	-1.51912e-13	-0.313953	-0.000313953	-0.000313953	-0.000313953	
0.651	-0.313953	-0.313953	1.11022e-16	1.51934e-16	1.51951e-16	
0.652	-0.626666	-0.312714	0.000313953	0.000313953	0.000313953	
0.653	-0.936907	-0.31024	0.000626666	0.000626666	0.000626666	
0.654	-1.24345	-0.306543	0.000936907	0.000936907	0.000936907	
0.655	-1.54508	-0.301636	0.00124345	0.00124345	0.00124345	
0.656	-1.84062	-0.295538	0.00154508	0.00154508	0.00154508	
0.657	-2.1289	-0.288274	0.00184062	0.00184062	0.00184062	
0.658	-2.40877	-0.279872	0.0021289	0.0021289	0.0021289	
0.659	-2.67913	-0.270366	0.00240877	0.00240877	0.00240877	
0.66	-2.93893	-0.259792	0.00267913	0.00267913	0.00267913	
0.661	-3.18712	-0.248194	0.00293893	0.00293893	0.00293893	
0.662	-3.42274	-0.235616	0.00318712	0.00318712	0.00318712	
0.663	-3.64484	-0.222108	0.00342274	0.00342274	0.00342274	
0.664	-3.85257	-0.207723	0.00364484	0.00364484	0.00364484	
0.665	-4.04508	-0.192519	0.00385257	0.00385257	0.00385257	
0.666	-4.22164	-0.176555	0.00404508	0.00404508	0.00404508	
0.667	-4.38153	-0.159894	0.00422164	0.00422164	0.00422164	
0.668	-4.52414	-0.142602	0.00438153	0.00438153	0.00438153	
0.669	-4.64888	-0.124747	0.00452414	0.00452414	0.00452414	
0.67	-4.75528	-0.1064	0.00464888	0.00464888	0.00464888	
0.671	-4.84292	-0.0876332	0.00475528	0.00475528	0.00475528	
0.672	-4.91144	-0.0685204	0.00484292	0.00484292	0.00484292	
0.673	-4.96057	-0.0491373	0.00491144	0.00491144	0.00491144	
0.674	-4.99013	-0.0295601	0.00496057	0.00496057	0.00496057	
0.675	-5	-0.00986636	0.00499013	0.00499013	0.00499013	
0.676	-4.99013	0.00986636	0.005	0.005	0.005	
0.677	-4.96057	0.0295601	0.00499013	0.00499013	0.00499013	
0.678	-4.91144	0.0491373	0.00496057	0.00496057	0.00496057	
0.679	-4.84292	0.0685204	0.00491144	0.00491144	0.00491144	
0.68	-4.75528	0.0876332	0.00484292	0.00484292	0.00484292	
0.681	-4.64888	0.1064	0.00475528	0.00475528	0.00475528	
0.682	-4.52414	0.124747	0.00464888	0.00464888	0.00464888	
0.683	-4.38153	0.142602	0.00452414	0.00452414	0.00452414	
0.684	-4.22164	0.159894	0.00438153	0.00438153	0.00438153	
0.685	-4.04508	0.176555	0.00422164	0.00422164	0.00422164	
0.686	-3.85257	0.192519	0.00404508	0.00404508	0.00404508	
0.687	-3.64484	0.207723	0.00385257	0.00385257	0.00385257	
0.688	-3.42274	0.222108	0.00364484	0.00364484	0.00364484	
0.689	-3.18712	0.235616	0.00342274	0.00342274	0.00342274	
0.69	-2.93893	0.248194	0.00318712	0.00318712	0.00318712	
0.691	-2.67913	0.259792	0.00293893	0.00293893	0.00293893	
0.692	-2.40877	0.270366	0.00267913	0.00267913	0.00267913	
0.693	-2.1289	0.279872	0.00240877	0.00240877	0.00240877	
0.694	-1.84062	0.288274	0.0021289	0.0021289	0.0021289	
0.695	-1.54508	0.295538	0.00184062	0.00184062	0.00184062	
0.696	-1.24345	0.301636	0.00154508	0.00154508	0.00154508	
0.697	-0.936907	0.306543	0.00124345	0.00124345	0.00124345	
0.698	-0.626666	0.31024	0.000936907	0.000936907	0.000936907	
0.699	-0.313953	0.312714	0.000626666	0.000626666	0.000626666	
0.7	1.69063e-13	0.313953	0.000313953	0.000313953	0.000313953	
0.701	0.313953	0.313953	-1.11022e-16	-1.69142e-16	-1.69136e-16	
0.702	0.626666	0.312714	-0.000313953	-0.000313953	-0.000313953	
0.703	0.936907	0.31024	-0.000626666	-0.000626666	-0.000626666	
0.704	1.24345	0.306543	-0.000936907	-0.000936907	-0.000936907	
0.705	1.54508	0.301636	-0.00124345	-0.00124345	-0.00124345	
0.706	1.84062	0.295538	-0.00154508	-0.00154508	-0.00154508	
0.707	2.1289	0.288274	-0.00184062	-0.00184062	-0.00184062	
0.708	2.40877	0.279872	-0.0021289	-0.0021289	-0.0021289	
0.709	2.67913	0.270366	-0.00240877	-0.00240877	-0.00240877	
0.71	2.93893	0.259792	-0.00267913	-0.00267913	-0.00267913	
0.711	3.18712	0.248194	-0.00293893	-0.00293893	-0.00293893	
0.712	3.42274	0.235616	-0.00318712	-0.00318712	-0.00318712	
0.713	3.64484	0.222108	-0.00342274	-0.00342274	-0.00342274	
0.714	3.85257	0.207723	-0.00364484	-0.00364484	-0.00364484	
0.715	4.04508	0.192519	-0.00385257	-0.00385257	-0.00385257	
0.716	4.22164	0.176555	-0.00404508	-0.00404508	-0.00404508	
0.717	4.38153	0.159894	-0.00422164	-0.00422164	-0.00422164	
0.718	4.52414	0.142602	-0.00438153	-0.00438153	-0.00438153	
0.719	4.64888	0.124747	-0.00452414	-0.00452414	-0.00452414	
0.72	4.75528	0.1064	-0.00464888	-0.00464888	-0.00464888	
0.721	4.84292	0.0876332	-0.00475528	-0.00475528	-0.00475528	
0.722	4.91144	0.0685204	-0.00484292	-0.00484292	-0.00484292	
0.723	4.96057	0.0491373	-0.00491144	-0.00491144	-0.00491144	
0.724	4.99013	0.0295601	-0.00496057	-0.00496057	-0.00496057	
0.725	5	0.00986636	-0.00499013	-0.00499013	-0.00499013	
0.726	4.99013	-0.00986636	-0.005	-0.005	-0.005	
0.727	4.96057	-0.0295601	-0.00499013	-0.00499013	-0.00499013	
0.728	4.91144	-0.0491373	-0.00496057	-0.00496057	-0.00496057	
0.729	4.84292	-0.0685204	-0.00491144	-0.00491144	-0.00491144	
0.73	4.75528	-0.0876332	-0.00484292	-0.00484292	-0.00484292	
0.731	4.64888	-0.1064	-0.00475528	-0.00475528	-0.00475528	
0.732	4.52414	-0.124747	-0.00464888	-0.00464888	-0.00464888	
0.733	4.38153	-0.142602	-0.00452414	-0.00452414	-0.00452414	
0.734	4.22164	-0.159894	-0.00438153	-0.00438153	-0.00438153	
0.735	4.04508	-0.176555	-0.00422164	-0.00422164	-0.00422164	
0.736	3.85257	-0.192519	-0.00404508	-0.00404508	-0.00404508	
0.737	3.64484	-0.207723	-0.00385257	-0.00385257	-0.00385257	
0.738	3.42274	-0.222108	-0.00364484	-0.00364484	-0.00364484	
0.739	3.18712	-0.235616	-0.00342274	-0.00342274	-0.00342274	
0.74	2.93893	-0.248194	-0.00318712	-0.00318712	-0.00318712	
0.741	2.67913	-0.259792	-0.00293893	-0.00293893	-0.00293893	
0.742	2.40877	-0.270366	-0.00267913	-0.00267913	-0.00267913	
0.743	2.1289	-0.279872	-0.00240877	-0.00240877	-0.00240877	
0.744	1.84062	-0.288274	-0.0021289	-0.0021289	-0.0021289	
0.745	1.54508	-0.295538	-0.00184062	-0.00184062	-0.00184062	
0.746	1.24345	-0.301636	-0.00154508	-0.00154508	-0.00154508	
0.747	0.936907	-0.306543	-0.00124345	-0.00124345	-0.00124345	
0.748	0.626666	-0.31024	-0.000936907	-0.000936907	-0.000936907	
0.749	0.313953	-0.312714	-0.000626666	-0.000626666	-0.000626666	
0.75	-1.50687e-13	-0.313953	-0.000313953	-0.000313953	-0.000313953	
0.751	-0.313953	-0.313953	1.11022e-16	1.50713e-16	1.50704e-16	
0.752	-0.626666	-0.312714	0.000313953	0.000313953	0.000313953	
0.753	-0.936907	-0.31024	0.000626666	0.000626666	0.000626666	
0.754	-1.24345	-0.306543	0.000936907	0.000936907	0.000936907	
0.755	-1.54508	-0.301636	0.00124345	0.00124345	0.00124345	
0.756	-1.84062	-0.295538	0.00154508	0.00154508	0.00154508	
0.757	-2.1289	-0.288274	0.00184062	0.00184062	0.00184062	
0.758	-2.40877	-0.279872	0.0021289	0.0021289	0.0021289	
0.759	-2.67913	-0.270366	0.00240877	0.00240877	0.00240877	
0.76	-2.93893	-0.259792	0.00267913	0.00267913	0.00267913	
0.761	-3.18712	-0.248194	0.00293893	0.00293893	0.00293893	
0.762	-3.42274	-0.235616	0.00318712	0.00318712	0.00318712	
0.763	-3.64484	-0.222108	0.00342274	0.00342274	0.00342274	
0.764	-3.85257	-0.207723	0.00364484	0.00364484	0.00364484	
0.765	-4.04508	-0.192519	0.00385257	0.00385257	0.00385257	
0.766	-4.22164	-0.176555	0.00404508	0.00404508	0.00404508	
0.767	-4.38153	-0.159894	0.00422164	0.00422164	0.00422164	
0.768	-4.52414	-0.142602	0.00438153	0.00438153	0.00438153	
0.769	-4.64888	-0.124747	0.00452414	0.00452414	0.00452414	
0.77	-4.75528	-0.1064	0.00464888	0.00464888	0.00464888	
0.771	-4.84292	-0.0876332	0.00475528	0.00475528	0.00475528	
0.772	-4.91144	-0.0685204	0.00484292	0.00484292	0.00484292	
0.773	-4.96057	-0.0491373	0.00491144	0.00491144	0.00491144	
0.774	-4.99013	-0.0295601	0.00496057	0.00496057	0.00496057	
0.775	-5	-0.00986636	0.00499013	0.00499013	0.00499013	
0.776	-4.99013	0.00986636	0.005	0.005	0.005	
0.777	-4.96057	0.0295601	0.00499013	0.00499013	0.00499013	
0.778	-4.91144	0.0491373	0.00496057	0.00496057	0.00496057	
0.779	-4.84292	0.0685204	0.00491144	0.00491144	0.00491144	
0.78	-4.75528	0.0876332	0.00484292	0.00484292	0.00484292	
